1.0                                                         4.0                                                         4.0                                                         4.0                                                         
2.0                                                         3.4632917327528308                                          3.4648913402875996                                          3.466490209685568                                           
3.0                                                         3.300066184997179                                           3.301620671135131                                           3.303173694867411                                           
4.0                                                         3.1604402679821066                                          3.1620219484638237                                          3.1636012589756053                                          
5.0                                                         3.0936403164118875                                          3.095240737389122                                           3.0968378551499813                                          
6.0                                                         3.0327247887494457                                          3.0343950331799316                                          3.036060693397398                                           
7.0                                                         2.994766211637307                                           2.9965229241916145                                          2.998273479155525                                           
8.0                                                         2.958691127172493                                           2.960577840314776                                           2.9624561742813778                                          
9.0                                                         2.9345495066063827                                          2.9365870445848468                                          2.938613335061192                                           
10.0                                                        2.9116153199507893                                          2.9138478873282114                                          2.9160651648780416                                          
11.0                                                        2.8931241541216197                                          2.895589495876878                                           2.898034024440217                                           
12.0                                                        2.8785314789532293                                          2.8812696440991465                                          2.8839794811970605                                          
13.0                                                        2.8625880527730323                                          2.8656701816656063                                          2.868713037498561                                           
14.0                                                        2.8511779228819347                                          2.854650696358516                                           2.8580694019221955                                          
15.0                                                        2.838352455931769                                           2.8423119343457985                                          2.8461956666903117                                          
16.0                                                        2.826509948345916                                           2.8310524064488796                                          2.835488101564857                                           
17.0                                                        2.8235705419212738                                          2.8286998285327263                                          2.833684484389343                                           
18.0                                                        2.809211363477585                                           2.8152210203077455                                          2.8210201989882435                                          
19.0                                                        2.8059668903991835                                          2.8128304058835756                                          2.819405099843143                                           
20.0                                                        2.7936551232125395                                          2.801757604513814                                           2.8094379590831946                                          
21.0                                                        2.787373818218089                                           2.796809884439705                                           2.8056492488308544                                          
22.0                                                        2.7859746399167533                                          2.7968215262140625                                          2.8068510849134602                                          
23.0                                                        2.7701802416287875                                          2.7833811189309605                                          2.7953336902135524                                          
24.0                                                        2.7549269761233317                                          2.771085056171266                                           2.7853298695927524                                          
25.0                                                        2.765255185956356                                           2.783160070832948                                           2.7986661745887895                                          
26.0                                                        2.75367747218858                                            2.775454407928748                                           2.793651169622829                                           
27.0                                                        2.707002477422766                                           2.738284716640206                                           2.7623681365388335                                          
28.0                                                        2.7037778878381955                                          2.740981764582433                                           2.768141271951391                                           
29.0                                                        2.7203369387631784                                          2.760533683035203                                           2.7889980110197254                                          
30.0                                                        2.716283971188117                                           2.7642747742632516                                          2.7960290208944434                                          
31.0                                                        2.705457230806417                                           2.7648643012935894                                          2.8006603977398905                                          
32.0                                                        2.3701704988958436                                          2.678375811551419                                           2.7361650578831083                                          
33.0                                                        2.7069590416409053                                          2.7874606230337617                                          2.828499403109639                                           
34.0                                                        2.5956651446280654                                          2.760375662671395                                           2.811953318410054                                           
35.0                                                        (2.6341174375814576+0.23707486036423112j)                   2.7176973949725216                                          2.7860654174212423                                          
